State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Papaya,Papaya,"Grade Range-1",05/03/2026,2000,2400,2200
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Pomegranate,Pomogranate,"Grade B",05/03/2026,11800,12200,12000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Ginger(Green),"Green Ginger","Grade A",05/03/2026,6300,6700,6500
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Cauliflower,Cauliflower,Local,05/03/2026,400,800,600
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC","Sweet Potato","Sweet Potato","Grade B",05/03/2026,5800,6200,6000
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Tinda,Tinda,"Grade A",05/03/2026,1700,2100,1900
Rajasthan,Ganganagar,"Sriganganagar (F&V) APMC",Methi(Leaves),Methi,Local,05/03/2026,1200,1600,1400
Assam,Nagaon,"Ambagan APMC","Green Chilli","Green Chilly",FAQ,05/03/2026,2500,2700,2600
Assam,Nagaon,"Ambagan APMC","French Beans(Frasbean)","French Beans (Frasbean)",FAQ,05/03/2026,1800,2000,1900
Assam,Nagaon,"Haibargaon APMC","Bitter gourd","Bitter Gourd",FAQ,05/03/2026,1650,1850,1750
Assam,Nagaon,"Haibargaon APMC",Capsicum,Capsicum,FAQ,05/03/2026,1900,2100,2000
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Papaya,Papaya,Local,05/03/2026,3300,3500,3400
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Tomato,Local,Local,05/03/2026,1000,1200,1100
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,05/03/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Carrot,Pusakesar,Local,05/03/2026,2800,3000,2900
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Raddish,Raddish,Local,05/03/2026,1200,1400,1300
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)",Lemon,Lemon,Local,05/03/2026,9500,10000,9750
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Amla(Nelli Kai)",Amla,Local,05/03/2026,6500,7000,6750
"Tamil Nadu",Dharmapuri,"Karimangalam(Uzhavar Sandhai)","Onion Green","Onion Green",Local,05/03/2026,3300,3600,3450
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Onion,Bellary,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)","Bitter gourd","Bitter Gourd",Local,05/03/2026,4000,4500,4250
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Amaranthus,Amaranthus,Local,05/03/2026,2000,2500,2250
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)","Green Chilli","Green Chilly",Local,05/03/2026,4500,5000,4750
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,05/03/2026,2000,2400,2200
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)",Drumstick,Drumstick,Local,05/03/2026,4000,5000,4500
"Tamil Nadu",Salem,"Mecheri(Uzhavar Sandhai)","Onion Green","Onion Green",Local,05/03/2026,3000,3400,3200
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Banana,Karpura,Local,05/03/2026,5000,5000,5000
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Snakeguard,Snakeguard,Local,05/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Cucumbar(Kheera),Cucumbar,Local,05/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Pallikonda(Uzhavar Sandhai)",Mint(Pudina),Mint(Pudina),Local,05/03/2026,2500,2500,2500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Onion,Bellary,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Potato,"Red Nanital",Local,05/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Brinjal,Round,Local,05/03/2026,1500,2000,1750
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Coriander(Leaves),"I Sort",Local,05/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)","Cluster beans","Cluster Beans",Local,05/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,05/03/2026,3600,4000,3800
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/03/2026,3500,3500,3500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Lime,Lime,Local,05/03/2026,3000,3000,3000
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)",Yam(Ratalu),"Yam (Ratalu)",Local,05/03/2026,4500,4500,4500
"Tamil Nadu",Vellore,"Perampet(Uzhavar Sandhai)","Onion Green","Onion Green",Local,05/03/2026,4000,4600,4300
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Drumstick,Drumstick,Local,05/03/2026,7500,8000,7750
"Tamil Nadu",Pudukkottai,"Ponnamaravathi(Uzhavar Sandhai)",Lemon,Lemon,Local,05/03/2026,9500,10000,9750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Onion,Bellary,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Papaya,Papaya,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,05/03/2026,3000,4000,3500
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Beans,"Beans (Whole)",Local,05/03/2026,6500,7000,6750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Tapioca,Tapioca,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)",Cucumbar(Kheera),Cucumbar,Local,05/03/2026,6000,8000,7000
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Green Avare(W)",Other,Local,05/03/2026,6000,7000,6500
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Chow Chow","Chow Chow",Local,05/03/2026,2000,2500,2250
"Tamil Nadu",Karur,"Gandhigramam(Uzhavar Sandhai)","Onion Green","Onion Green",Local,05/03/2026,3000,3500,3250
Punjab,"Ropar (Rupnagar)","Morinda APMC",Cucumbar(Kheera),Cucumbar,Local,05/03/2026,3000,3800,3400
Punjab,"Ropar (Rupnagar)","Morinda APMC",Garlic,Garlic,Local,05/03/2026,10000,10000,10000
Punjab,"Ropar (Rupnagar)","Morinda APMC",Spinach,Spinach,Local,05/03/2026,2000,2000,2000
Punjab,"Ropar (Rupnagar)","Morinda APMC",Capsicum,Capsicum,Medium,05/03/2026,5500,6500,6000
Punjab,"Ropar (Rupnagar)","Morinda APMC",Methi(Leaves),Methi,Local,05/03/2026,1500,1500,1500
Punjab,"Ropar (Rupnagar)","Morinda APMC","Peas Wet","Peas Wet",Medium,05/03/2026,1800,2000,1900
"West Bengal",Medinipur(E),"Kolaghat APMC",Rice,Common,FAQ,05/03/2026,3550,3750,3650
"West Bengal",Medinipur(E),"Kolaghat APMC","Tube Rose(Loose)","Tube Rose (Loose)",FAQ,05/03/2026,12000,14000,13000
"Uttar Pradesh",Shravasti,"Payagpur APMC",Garlic,Other,FAQ,05/03/2026,14800,15000,14900
"Uttar Pradesh",Shravasti,"Payagpur APMC",Brinjal,Other,FAQ,05/03/2026,1800,2000,1900
"Uttar Pradesh",Balrampur,"Tulsipur APMC",Onion,Onion,FAQ,05/03/2026,1400,1450,1425
Nagaland,Wokha,"Wokha Town APMC",Brinjal,Other,Local,05/03/2026,2000,3000,2400
Nagaland,Wokha,"Baghty APMC",Turmeric(raw),Other,Local,05/03/2026,1800,2300,2000
"West Bengal","Paschim Bardhaman","Durgapur APMC",Rice,Fine,FAQ,05/03/2026,4625,4875,4850
"West Bengal",Darjeeling,"Karsiyang(Matigara) APMC","French Beans(Frasbean)",Other,FAQ,05/03/2026,5900,6100,6000
"West Bengal",Darjeeling,"Darjeeling APMC",Ginger(Green),Other,FAQ,05/03/2026,7600,7800,7700
"West Bengal",Darjeeling,"Darjeeling APMC",Potato,Red,FAQ,05/03/2026,1900,2100,2000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC",Tomato,Other,Local,05/03/2026,1400,2000,1700
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,05/03/2026,1000,1000,1000
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,05/03/2026,3000,4000,3500
"Tamil Nadu",Pudukkottai,"Gandarvakottai(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/03/2026,2000,3000,2500
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,05/03/2026,5500,6000,5750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,05/03/2026,4500,5000,4750
"Tamil Nadu",Nagapattinam,"Mayiladuthurai(Uzhavar Sandhai ) APMC",Lime,Lime,Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Nagapattinam,"Vedaranyam(Uzhavar Sandhai)",Ashgourd,Gouard,Local,05/03/2026,2000,2200,2100
"Tamil Nadu",Nagapattinam,"Vedaranyam(Uzhavar Sandhai)","Banana - Green","Banana - Green",Local,05/03/2026,2000,2200,2100
"Tamil Nadu",Nagapattinam,"Vedaranyam APMC",Paddy(Common),Other,Local,05/03/2026,2000,2000,2000
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC",Tomato,Local,Local,05/03/2026,1300,1500,1400
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,05/03/2026,5400,6000,5700
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,05/03/2026,5400,6000,5700
"Tamil Nadu",Namakkal,"Paramathivelur(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,05/03/2026,3000,3500,3250
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,05/03/2026,3500,4000,3750
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,05/03/2026,16000,16000,16000
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,05/03/2026,4000,4000,4000
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/03/2026,1500,2000,1750
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,05/03/2026,6000,6500,6250
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/03/2026,5000,5000,5000
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,05/03/2026,3000,4000,3500
"Tamil Nadu",Salem,"Thammampatti (Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,05/03/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/03/2026,2000,2000,2000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,05/03/2026,3000,3000,3000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,05/03/2026,6000,6000,6000
"Tamil Nadu",Thiruvarur,"Tiruvarur(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,05/03/2026,4000,4000,4000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Banana,Besrai,Local,05/03/2026,4000,4000,4000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,05/03/2026,4200,4200,4200
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/03/2026,6500,6500,6500
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,05/03/2026,6500,6500,6500
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/03/2026,2400,2400,2400
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,05/03/2026,8000,8000,8000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,05/03/2026,3600,3600,3600
"Tamil Nadu",Villupuram,"Tindivanam APMC",Brinjal,Other,Local,05/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Tindivanam APMC",Ashgourd,Gouard,Local,05/03/2026,1500,1500,1500
"Tamil Nadu",Villupuram,"Tindivanam APMC","Banana - Green","Banana - Green",Local,05/03/2026,5000,5000,5000
"Tamil Nadu",Villupuram,"Tindivanam APMC",Cucumbar(Kheera),Cucumbar,Local,05/03/2026,3000,4000,3500
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Onion,Bellary,Local,05/03/2026,3500,3500,3500
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Colacasia,Colacasia,Local,05/03/2026,4000,4000,4000
Gujarat,Rajkot,"Dhoraji APMC","Castor Seed","Castor seed",Local,05/03/2026,5830,6130,6130
Gujarat,Amreli,"Babra APMC",Wheat,Medium,FAQ,05/03/2026,2325,2575,2450
Gujarat,Amreli,"Babra APMC",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,05/03/2026,7100,8020,7560
Gujarat,Amreli,"Damnagar APMC",Cabbage,Cabbage,Local,05/03/2026,3500,3500,3500
Gujarat,Amreli,"Damnagar APMC",Ginger(Green),"Green Ginger",Local,05/03/2026,6000,6000,6000
Gujarat,Amreli,"Damnagar APMC",Guar,Gwar,Local,05/03/2026,5000,5000,5000
Gujarat,Amreli,"Damnagar APMC",Cauliflower,Cauliflower,Local,05/03/2026,3500,3500,3500
Kerala,Kannur,"Payyannur APMC",Arecanut(Betelnut/Supari),Other,Local,05/03/2026,41250,43250,42250
Punjab,Ludhiana,"Khanna APMC",Cucumbar(Kheera),Cucumbar,"Grade A",05/03/2026,1500,1500,1500
Punjab,Ludhiana,"Khanna APMC",Raddish,Raddish,"Grade A",05/03/2026,700,700,700
Punjab,Ludhiana,"Khanna APMC","Green Chilli","Green Chilly","Grade A",05/03/2026,3500,3500,3500
Punjab,Ludhiana,"Khanna APMC",Lemon,Other,"Grade A",05/03/2026,1400,1400,1400
Punjab,Moga,"Baghapurana APMC",Cabbage,Cabbage,"Grade B",05/03/2026,500,700,600
Punjab,Moga,"Baghapurana APMC",Raddish,Raddish,"Grade B",05/03/2026,800,1000,900
Haryana,Rewari,"Rewari APMC",Onion,Medium,Medium,05/03/2026,1000,1800,1400
Haryana,Panipat,"Panipat APMC",Orange,Other,Local,05/03/2026,4500,5500,5000
Haryana,Panipat,"Panipat APMC",Guava,Other,Local,05/03/2026,1500,4500,3000
Haryana,Panipat,"Panipat APMC",Onion,Onion,Local,05/03/2026,600,1800,1200
Haryana,Panipat,"Panipat APMC",Potato,Potato,Local,05/03/2026,200,600,400
Kerala,Kottayam,"Pampady APMC",Ashgourd,Ashgourd,FAQ,05/03/2026,2500,4009,3500
Kerala,Kottayam,"Pampady APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,05/03/2026,6000,7000,6500
Kerala,Kottayam,"Pampady APMC",Cucumbar(Kheera),Cucumbar,FAQ,05/03/2026,2500,3500,3000
Kerala,Kottayam,"Pampady APMC","Green Chilli","Green Chilly",FAQ,05/03/2026,4000,5000,4500
Kerala,Kottayam,"Pampady APMC",Onion,Big,FAQ,05/03/2026,3500,4500,4000
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,05/03/2026,4000,5000,4500
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Potato,Other,Local,05/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/03/2026,4000,4500,4250
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,05/03/2026,2000,2500,2250
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,05/03/2026,3500,4000,3750
"Andhra Pradesh",Chittor,"Madanapalli APMC",Tomato,Local,FAQ,05/03/2026,1000,1100,1050
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/03/2026,2400,3000,2700
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/03/2026,4200,5400,4800
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/03/2026,4000,4000,4000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/03/2026,3600,4800,4200
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,05/03/2026,2400,2400,2400
Uttarakhand,Haridwar,"Haridwar Union APMC",Garlic,Average,FAQ,05/03/2026,10000,12000,10500
Uttarakhand,Haridwar,"Haridwar Union APMC",Orange,Other,"Grade C",05/03/2026,3000,4000,3500
Rajasthan,Hanumangarh,"Rawatsar APMC",Onion,"1st Sort",FAQ,05/03/2026,1100,1100,1100
Rajasthan,Hanumangarh,"Rawatsar APMC",Tomato,Deshi,FAQ,05/03/2026,1400,1400,1400
Rajasthan,Rajsamand,"Rajsamand APMC",Onion,Onion,FAQ,05/03/2026,1400,1600,1500
Punjab,Hoshiarpur,"Tanda Urmur APMC",Papaya,Other,"Grade A",05/03/2026,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur APMC","Bhindi(Ladies Finger)",Bhindi,"Grade B",05/03/2026,6000,7000,6500
Punjab,Hoshiarpur,"Tanda Urmur APMC",Pumpkin,Pumpkin,"Grade A",05/03/2026,2000,2500,2200
"Uttar Pradesh",Badaun,"Bisoli APMC",Potato,Desi,Medium,05/03/2026,1100,1100,1100
Punjab,Moga,"Nihal Singh Wala APMC",Cauliflower,Cauliflower,FAQ,05/03/2026,500,500,500
Punjab,Moga,"Nihal Singh Wala APMC","Peas Wet",Other,FAQ,05/03/2026,1200,1200,1200
Punjab,Moga,"Nihal Singh Wala APMC","Green Chilli","Green Chilly",FAQ,05/03/2026,6000,6000,6000
Odisha,Boudh,"Boudh APMC","Banana - Green",Other,Local,05/03/2026,3000,4000,3500
Odisha,Boudh,"Boudh APMC",Cucumbar(Kheera),Other,Local,05/03/2026,3000,4000,3500
Punjab,Sangrur,"Ahmedgarh APMC",Raddish,Raddish,Local,05/03/2026,1000,1200,1200
Punjab,Sangrur,"Ahmedgarh APMC",Cauliflower,Local,Local,05/03/2026,700,800,700
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,05/03/2026,3600,4000,3800
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,05/03/2026,3800,4000,3900
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/03/2026,3400,3600,3500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/03/2026,6400,6800,6600
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,05/03/2026,2200,2800,2500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/03/2026,6000,6700,6350
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/03/2026,3500,3800,3650
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,05/03/2026,2400,2700,2550
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,05/03/2026,2600,3000,2800
Tripura,"North Tripura","Dasda APMC",Onion,Onion,FAQ,05/03/2026,3000,3100,3050
"Tamil Nadu",Dindigul,"Vedasanthur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/03/2026,2000,2600,2300
"Tamil Nadu",Dindigul,"Vedasanthur(Uzhavar Sandhai ) APMC",Tomato,Local,Local,05/03/2026,1000,1200,1100
"Tamil Nadu",Dindigul,"Vedasanthur(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,05/03/2026,1000,1400,1200
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Raddish,Raddish,FAQ,05/03/2026,1400,1600,1500
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Carrot,Carrot,FAQ,05/03/2026,2400,2600,2500
"Uttar Pradesh",Bulandshahar,"Gulavati APMC",Potato,Desi,FAQ,05/03/2026,1100,1300,1200
Punjab,Fazilka,"Jalalabad APMC",Banana,Other,Medium,05/03/2026,2800,3000,2900
Punjab,Fazilka,"Jalalabad APMC",Raddish,Raddish,Medium,05/03/2026,450,500,450
Punjab,Fazilka,"Jalalabad APMC","Sweet Pumpkin",Other,Medium,05/03/2026,950,1000,950
Haryana,Rewari,"Kosli APMC",Banana,Other,Medium,05/03/2026,2000,2000,2000
Haryana,Sonipat,"Ganaur APMC",Kinnow,Kinnow,Medium,05/03/2026,3000,3500,3200
Haryana,Sonipat,"Ganaur APMC","Bottle gourd","Bottle Gourd",Medium,05/03/2026,1800,2000,1800
Haryana,Sonipat,"Ganaur APMC",Cauliflower,Other,Medium,05/03/2026,1200,1500,1400
Haryana,Sonipat,"Ganaur APMC",Carrot,Carrot,Medium,05/03/2026,1000,1200,1000
Haryana,Sonipat,"Ganaur APMC",Pumpkin,Pumpkin,Medium,05/03/2026,1500,2000,1800
Kerala,Wayanad,"Pulpally APMC",Coconut,Coconut,Local,05/03/2026,6100,6300,6200
Kerala,Malappuram,"Kottakkal APMC","Banana - Green",Other,Local,05/03/2026,4000,4000,4000
Kerala,Malappuram,"Kottakkal APMC","Bottle gourd",Other,Local,05/03/2026,2500,2500,2500
Kerala,Malappuram,"Kottakkal APMC",Amaranthus,Other,Local,05/03/2026,2200,2200,2200
Kerala,Malappuram,"Kottakkal APMC",Ashgourd,Other,Local,05/03/2026,1400,1400,1400
Kerala,Malappuram,"Kottakkal APMC",Papaya(Raw),Other,Local,05/03/2026,2800,2800,2800
Kerala,Malappuram,"Kottakkal APMC",Grapes,Other,Local,05/03/2026,5500,5500,5500
Kerala,Malappuram,"Kottakkal APMC",Pineapple,Other,Local,05/03/2026,6000,6000,6000
Kerala,Malappuram,"Kottakkal APMC",Apple,Other,Local,05/03/2026,17000,17000,17000
Kerala,Malappuram,"Kottakkal APMC",Orange,Other,Local,05/03/2026,8000,8000,8000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/03/2026,4800,5200,5000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,05/03/2026,2500,3000,2750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/03/2026,6000,7000,6500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/03/2026,1500,2000,1750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Turnip,Turnip,Local,05/03/2026,3500,4000,3750
Kerala,Alappuzha,"Chengannur APMC",Ashgourd,Other,FAQ,05/03/2026,1800,2100,1900
Kerala,Alappuzha,"Chengannur APMC","Banana - Green","Banana - Green",FAQ,05/03/2026,2000,2300,2200
Kerala,Alappuzha,"Chengannur APMC",Cowpea(Veg),"Cowpea (Veg)",FAQ,05/03/2026,2800,3100,3000
Kerala,Alappuzha,"Chengannur APMC",Lemon,Lemon,FAQ,05/03/2026,9500,10200,10000
Kerala,Alappuzha,"Chengannur APMC",Drumstick,Other,FAQ,05/03/2026,7200,7800,7500
Kerala,Alappuzha,"Chengannur APMC",Ginger(Green),"Green Ginger",FAQ,05/03/2026,7800,8300,8000
Kerala,Alappuzha,"Chengannur APMC","Green Chilli","Green Chilly",FAQ,05/03/2026,5500,6000,5800
Kerala,Alappuzha,"Chengannur APMC",Tomato,Tomato,FAQ,05/03/2026,3500,4000,3800
Kerala,Alappuzha,"Chengannur APMC",Potato,Potato,FAQ,05/03/2026,2800,3100,3000
Kerala,Alappuzha,"Harippad APMC",Ashgourd,Other,FAQ,05/03/2026,3000,3500,3000
Kerala,Alappuzha,"Harippad APMC","Banana - Green",Other,FAQ,05/03/2026,3500,4000,3500
